大创,,,,,,,,,,,,
项目编号,项目名称,项目类型,所属学校,项目期限,所属一级学科,所属二级学科,项目级别,,,,
202210289064Z,新型装配式框架结构抗震性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,土木类,国家级
202210289065Z,液相包裹法制备稀土离子改性锆钛酸钡基陶瓷的结构与介电性能研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,材料类,国家级
202210289136Y,一种红曲可可纯天然复合配方口红的研制,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,食品科学与工程类,省级
202210289137Y,一种基于树莓派的多步态双足视觉机器人,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,省级
202210289138Y,一种利用太阳能的甲醇重整制氢系统,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,能源动力类,省级
202210289139Y,一种内河射吸式挖泥固化一体工作船,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,水利类,省级
202210289066Z,一种深海光缆剪切机器人,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,海洋工程类,国家级
202210289183T,一种血糖控制特医食品的研发,创业训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,食品科学与工程类,省级
202210289067Z,一种用于海底输油管道监测和维修的水下可伸缩蛇形机器人,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,海洋工程类,国家级
202210289140Y,一种用于养殖的水下监测无人艇,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,海洋工程类,省级
202210289068Z,一种自航自升式光伏-养殖综合船,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,海洋工程类,国家级
202210289171H,仪表盘实时识别系统,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,省级(校企)
202210289141Y,疫情对居民消费倾向的影响及对策分析——以镇江市为例,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,法学,政治学类,省级
202210289173E,鱼蟹之旅——南产北养做好巩留的“水”文章,创业训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,工商管理类,国家级
202210289184T,元畅游,创业训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,管理科学与工程类,省级
202210289142Y,云衢,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,计算机类,省级
202210289189K,展翼鸿涂-船用智能喷涂装备探索者,创业实践项目,江苏科技大学,一年期 （2022-06 至 2023-06）,工学,机械类,国家级
202210289143Y,张家港优秀传统文化中的家风、家训与家教,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,历史学,历史学类,省级
202210289144Y,镇江市红色资源融入大学生思想政治教育的研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,法学,政治学类,省级
202210289145Y,镇江市在校大学生红色旅游动机与参与行为研究,创新训练项目,江苏科技大学,一年期 （2022-06 至 2023-06）,管理学,旅游管理类,省级
